organization_key,sector,target_roles,match_score_10,match_reason,junior_status,junior_evidence,active_jobs,linkedin_contact_name,linkedin_contact_role,linkedin_profile,contact_verification,verified_email,email_status,application_channel,recommended_cv,language,potential_score_100,foreign_employee_status,foreign_employee_evidence,sources,checked_date,verification_status,notes,email_subject,email_body,linkedin_invitation,linkedin_followup
sogeclair aerospace,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à Sogeclair aerospace SARL pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à Sogeclair aerospace SARL pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez Sogeclair aerospace SARL. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez Sogeclair aerospace SARL. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
sopra banking,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à sopra banking pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à sopra banking pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez sopra banking. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez sopra banking. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
sotetel,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,https://www.sotetel.tn/,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,https://www.sotetel.tn/ | https://www.sotetel.tn/en/ | https://www.ilboursa.com/marches/cotation_SOTET | https://www.findglocal.com/TN/Tunis/360370234819596/Sotetel,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à SOTETEL pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à SOTETEL pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez SOTETEL. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez SOTETEL. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
spectrum business solutions,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à Spectrum Business Solutions pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à Spectrum Business Solutions pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez Spectrum Business Solutions. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez Spectrum Business Solutions. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
spectrum groupe,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à Spectrum Groupe pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à Spectrum Groupe pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez Spectrum Groupe. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez Spectrum Groupe. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
sqoin,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à Sqoin pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à Sqoin pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez Sqoin. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez Sqoin. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
st2i,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à ST2i pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à ST2i pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez ST2i. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez ST2i. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
ste espace la caverne,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à Ste Espace la Caverne pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à Ste Espace la Caverne pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez Ste Espace la Caverne. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez Ste Espace la Caverne. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
ste navitrends,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à STE Navitrends pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à STE Navitrends pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez STE Navitrends. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez STE Navitrends. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
stmicroelectronics,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Sans objet — Tunisie,Candidature locale à Tunis/Ariana.,Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à STMicroelectronics Tunis pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à STMicroelectronics Tunis pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez STMicroelectronics Tunis. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez STMicroelectronics Tunis. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
